484,560,596
498,570,598
490,558,498
486,576,606
471,580,604
466,582,604
461,586,590
460,588,586
459,588,586
462,592,582
489,630,570
495,636,572
481,630,582
471,616,580
465,594,580
461,582,578
461,576,574
472,590,576
474,592,578
477,596,568
465,588,562
463,588,568
464,588,572
460,584,570
460,576,570
462,574,570
466,572,572
474,570,568
474,572,570
477,572,570
479,564,570
480,566,576
485,568,580
487,568,580
483,560,584
481,558,584
479,562,582
481,566,582
489,576,588
488,576,588
463,586,592
465,592,600
476,608,610
477,614,606
477,626,592
483,640,588
485,636,592
484,624,592
475,612,596
465,600,598
461,594,602
460,586,606
467,606,602
472,602,596
477,596,584
488,586,570
493,586,566
501,584,558
504,584,552
504,584,550
499,570,544
498,568,544
492,562,544
491,560,542
495,562,540
495,566,544
489,568,552
485,570,554
483,578,552
480,590,550
482,596,556
480,602,570
469,602,578
462,614,582
467,626,580
478,632,592
477,620,598
475,600,598
466,588,608
462,586,610
460,586,604
465,586,600
461,582,600
455,566,594
456,564,594
472,564,584
476,562,582
473,560,582
474,558,580
477,560,580
478,562,580
480,566,576
483,566,576
484,564,578
482,564,578
479,560,576
478,562,576
478,566,574
478,578,574
477,580,574
466,602,598
464,602,600
467,614,610
468,616,610
473,622,610
479,626,606
481,626,604
479,620,602
479,618,600
475,594,590
473,590,592
474,596,596
470,604,590
468,606,592
468,602,588
469,602,586
474,596,582
485,590,570
489,590,566
494,580,558
498,576,552
500,568,544
500,566,544
493,560,546
491,560,544
491,558,542
488,558,536
487,558,538
488,558,540
489,556,546
487,570,554
487,576,556
484,590,558
485,592,562
477,600,584
475,604,590
472,618,592
474,620,592
486,620,600
489,618,602
469,586,614
456,592,616
456,592,614
459,592,612
467,586,612
469,582,614
468,580,616
467,576,616
467,572,614
466,570,612
464,566,608
464,562,602
467,560,600
468,558,598
474,556,594
478,556,592
481,556,592
483,558,594
480,558,594
477,556,590
476,556,584
475,556,580
475,558,578
476,560,578
480,562,580
483,562,578
486,560,578
486,560,576
487,560,576
486,562,578
487,562,582
487,564,582
486,564,584
484,564,580
483,566,578
481,570,576
480,586,578
481,594,582
479,600,602
483,602,608
485,604,608
483,610,610
485,618,602
487,620,602
495,616,610
492,606,610
485,602,610
487,602,612
499,608,604
