488,542,694
482,546,710
478,542,696
473,532,666
477,514,622
487,512,580
493,526,558
505,540,554
523,536,544
527,526,536
523,526,522
520,530,506
522,528,494
523,518,490
512,510,490
508,502,486
507,496,474
507,496,468
511,500,470
516,504,472
515,504,478
512,504,480
511,504,478
507,502,480
506,502,480
507,502,482
506,502,494
504,504,504
506,508,512
506,510,522
507,510,530
507,514,538
508,518,552
508,528,578
509,532,580
509,534,586
509,532,598
508,536,616
505,538,638
501,542,662
495,552,692
489,570,758
486,580,814
479,586,866
474,592,900
477,590,902
478,592,872
485,590,824
497,590,782
505,586,748
512,580,736
512,576,744
510,572,748
504,564,742
500,560,728
496,556,710
490,548,688
486,544,666
486,538,642
487,538,620
491,536,596
496,538,574
504,542,554
508,540,538
511,536,522
515,530,498
516,528,484
514,522,472
511,514,462
507,510,450
500,506,444
499,502,440
504,498,444
504,498,448
505,496,454
504,494,460
503,496,464
506,498,468
513,498,472
515,500,478
518,504,484
519,506,492
518,508,498
518,512,506
518,510,516
515,508,522
515,510,524
518,512,524
518,518,532
520,524,542
517,520,566
509,518,584
504,514,598
497,514,608
490,520,622
489,530,646
490,546,694
484,556,762
468,566,820
455,568,862
447,570,902
439,580,920
445,594,918
460,602,884
480,608,832
501,610,782
514,606,744
513,598,722
506,586,710
497,576,712
492,568,716
484,560,724
480,554,722
478,548,718
478,542,706
481,536,684
485,536,662
487,536,650
491,534,630
492,524,582
496,528,564
503,530,546
509,532,534
513,532,516
517,530,500
517,526,486
518,522,474
518,518,464
524,516,454
520,516,458
516,510,462
514,508,462
515,508,462
515,510,466
517,512,472
518,514,476
515,514,478
513,512,482
511,512,484
509,512,488
508,510,490
503,510,496
503,512,510
504,516,522
504,516,526
508,520,540
510,528,554
507,530,560
500,530,568
495,528,576
490,526,588
486,524,604
487,528,620
488,530,646
486,534,662
473,538,704
443,540,814
450,560,870
487,592,868
494,596,848
503,592,788
503,586,748
505,574,722
505,572,720
504,570,718
500,570,710
486,562,708
478,558,698
473,550,680
474,544,656
477,540,632
482,536,610
485,534,590
489,530,576
495,530,566
499,530,558
506,532,542
510,530,532
512,528,524
514,526,516
512,520,508
512,514,498
511,510,492
510,504,482
509,502,474
508,498,466
506,500,464
506,496,462
507,498,464
507,500,466
506,500,470
503,500,474
500,498,482
496,500,492
497,502,502
498,504,508
500,510,518
503,514,526
509,522,540
512,526,556
514,530,568
514,534,576
511,532,582
508,532,586
502,530,590
500,530,594
501,530,596
505,530,602
506,532,616
504,534,640
501,536,662
489,548,714
484,554,752
477,562,804
476,572,850
476,580,890
475,584,904
477,584,888
488,582,858
501,582,826
514,580,800
526,578,774
531,578,760
538,574,740
536,572,720
525,568,702
511,558,684
493,546,660
468,534,622
460,528,604
460,526,590
466,526,576
471,528,564
479,530,550
486,532,534
493,532,520
492,520,502
487,512,492
486,508,480
487,504,468
491,504,464
496,504,462
501,508,464
506,510,468
512,510,468
513,510,468
514,512,476
513,506,474
513,508,476
514,508,476
517,506,472
510,510,480
520,514,484
524,520,498
526,524,510
530,528,518
530,530,534
524,530,550
516,528,566
509,526,578
501,522,584
496,524,586
496,526,586
499,526,594
499,522,608
496,518,626
490,516,648
485,518,680
483,526,738
488,536,784
487,560,866
486,568,888
487,570,888
497,574,852
514,578,804
522,578,782
526,582,772
526,580,764
516,574,756
506,566,750
493,552,740
478,536,722
469,526,698
464,518,674
466,516,648
483,522,610
495,528,590
501,530,578
506,532,568
505,530,558
506,530,544
506,528,534
502,522,528
502,520,526
498,514,512
499,512,492
502,510,480
504,510,476
506,508,472
505,508,472
503,506,476
503,506,480
504,506,482
505,506,486
504,508,492
502,506,494
502,506,498
500,506,504
501,508,508
501,510,514
506,514,520
508,516,524
514,520,538
517,524,550
519,526,560
519,530,568
516,530,574
511,522,588
506,516,594
500,508,598
497,504,606
498,502,624
498,504,642
497,508,664
495,516,700
487,520,744
478,522,792
475,528,836
479,536,866
489,548,872
502,556,862
513,558,842
518,556,830
516,550,786
510,546,764
503,544,748
495,544,734
487,542,718
474,520,704
454,524,696
449,522,676
454,520,650
470,528,612
483,530,590
493,530,574
502,532,558
509,536,546
515,538,538
522,536,522
521,534,514
515,532,508
511,526,502
508,522,496
505,516,488
506,516,490
502,512,482
507,510,462
512,510,452
498,514,464
509,506,470
508,506,480
504,506,488
502,500,490
498,498,492
496,498,492
497,500,492
499,500,494
501,504,498
507,510,504
509,512,514
512,516,532
516,518,544
516,518,556
514,514,566
511,512,570
504,506,576
499,506,590
496,510,628
495,518,676
491,530,730
486,536,776
479,540,818
471,544,850
466,546,870
474,556,868
491,566,850
508,576,832
520,582,814
530,596,810
524,600,798
506,594,780
489,580,756
470,552,734
462,546,724
458,538,714
454,528,698
463,512,668
472,512,662
513,524,620
524,528,604
528,528,592
529,528,580
530,528,568
527,528,562
526,528,554
523,528,550
521,526,540
521,530,534
522,530,524
523,530,516
521,528,508
515,522,496
509,518,486
501,512,478
494,504,476
487,500,474
483,496,474
481,494,474
480,494,478
483,494,478
486,496,480
488,500,484
496,506,494
504,512,498
507,518,500
516,524,510
518,526,518
518,526,528
513,520,546
508,514,560
499,508,572
491,500,584
479,494,594
474,486,602
476,484,614
484,492,650
495,502,708
