474,586,534
479,594,548
481,594,550
481,596,552
483,600,552
480,604,552
481,602,554
479,602,552
471,608,552
471,608,554
476,622,566
479,624,566
480,626,566
475,634,558
471,634,554
473,632,554
475,632,554
484,632,566
487,634,562
488,634,562
489,634,560
484,632,556
482,630,556
481,630,556
485,624,550
488,620,548
489,618,546
488,608,546
487,606,546
486,604,548
490,596,548
493,596,546
497,598,544
499,598,544
500,598,546
499,598,546
497,590,548
495,588,548
498,590,544
502,588,544
502,586,542
503,586,542
500,586,544
499,586,544
498,590,544
498,596,546
498,598,546
490,600,554
488,600,556
482,610,556
482,614,554
486,622,554
487,618,556
485,612,564
485,612,566
486,614,562
483,612,562
482,612,562
477,610,558
475,612,558
478,616,558
481,616,560
480,614,562
475,608,558
473,606,552
473,604,552
476,602,550
477,600,552
478,596,550
479,596,550
479,594,550
477,588,550
476,588,550
478,590,548
482,592,550
481,594,552
480,594,554
476,596,566
475,598,566
475,598,564
479,604,562
480,606,562
479,616,564
477,620,562
478,626,560
481,630,562
483,622,560
483,618,558
484,616,558
483,614,556
480,618,554
483,622,552
485,622,552
490,622,552
490,624,552
490,624,546
491,622,546
491,620,546
493,614,550
495,614,546
498,608,540
499,606,540
499,602,538
500,600,538
499,596,540
500,596,540
501,596,538
503,598,538
501,596,538
499,594,540
497,600,538
497,600,540
496,602,540
494,600,540
493,600,540
491,598,544
490,598,546
484,604,548
484,606,548
483,618,548
484,618,548
485,610,560
484,610,562
481,612,560
479,614,556
479,614,554
476,612,558
475,610,558
475,610,560
474,608,560
472,606,560
473,608,558
475,612,558
475,610,558
473,600,560
471,598,562
473,596,560
473,598,560
477,598,558
479,598,558
479,594,558
477,590,556
477,592,556
479,594,554
480,594,556
480,596,558
481,598,558
478,600,562
475,600,564
469,612,566
470,616,566
476,618,566
480,618,566
481,616,566
482,616,564
485,620,560
486,620,560
488,616,554
487,614,552
487,614,548
487,616,548
489,612,546
490,612,546
491,612,546
495,610,546
497,610,546
494,604,542
493,602,542
495,602,542
496,602,544
496,600,546
496,598,548
496,596,548
495,596,550
496,596,550
494,594,550
493,594,546
495,594,546
495,594,544
496,594,544
496,594,546
496,594,544
496,594,546
495,594,546
493,594,544
493,594,546
492,594,546
491,594,544
491,596,544
491,598,546
489,600,544
488,600,546
488,600,548
488,602,548
488,602,550
487,602,550
487,604,552
487,608,552
486,612,550
486,614,548
485,616,546
486,620,546
486,620,548
488,618,548
489,614,550
488,612,554
488,608,554
488,604,556
487,604,558
486,604,556
484,606,554
483,606,554
481,608,552
479,608,552
478,610,552
477,610,552
478,610,552
477,610,556
