497,618,548
490,628,552
488,638,560
488,658,568
486,664,570
499,686,578
500,686,580
493,656,592
484,650,582
481,656,578
483,656,580
482,640,586
475,632,586
484,632,574
487,630,572
487,620,572
491,620,574
492,612,586
490,606,586
487,594,578
488,594,572
489,594,570
497,600,552
500,598,548
493,592,536
491,590,534
492,592,532
492,594,536
495,602,532
497,604,530
500,606,530
496,604,534
490,610,536
488,610,534
492,618,534
495,620,534
496,622,536
483,620,550
479,622,552
488,628,550
492,632,546
494,646,558
491,648,560
481,658,576
484,664,576
488,666,574
495,676,556
490,664,560
482,654,564
478,644,562
480,644,560
494,642,550
496,642,550
493,624,546
491,622,548
491,610,548
490,606,546
503,600,544
507,598,542
502,578,548
501,576,548
503,570,538
507,568,536
509,568,540
508,562,546
506,560,546
504,560,540
504,562,540
505,570,540
503,576,550
504,578,552
501,584,554
499,584,552
498,586,554
497,594,558
498,598,560
499,598,560
496,604,562
494,606,562
493,616,564
493,618,564
492,626,562
495,640,560
496,642,562
492,634,566
491,632,568
489,632,570
485,632,568
485,632,566
480,632,562
476,630,564
477,630,564
479,626,564
480,626,564
480,626,566
479,626,564
479,618,564
478,618,562
476,604,558
475,604,558
476,604,556
480,602,554
480,600,552
479,598,542
482,596,540
485,596,542
485,598,542
486,596,542
487,596,542
488,596,542
490,594,542
492,594,542
491,592,542
490,594,542
489,592,542
489,592,544
490,594,544
491,596,546
491,596,548
492,596,550
488,598,552
487,596,552
484,594,550
484,596,550
486,596,550
487,612,556
484,616,560
481,614,562
483,636,564
483,644,562
480,638,562
481,636,562
483,640,566
485,640,568
487,640,564
489,638,562
492,636,558
493,636,554
493,638,554
493,638,552
492,638,550
490,634,552
490,634,550
490,628,550
491,624,550
493,622,550
497,622,552
499,624,554
496,622,552
493,618,552
492,614,550
493,610,550
495,606,550
497,600,548
498,600,550
500,596,550
499,596,550
499,594,550
497,594,552
498,590,552
500,590,552
501,588,550
502,586,550
503,584,548
505,582,548
504,580,548
503,580,548
502,578,548
503,578,546
502,578,548
501,574,548
501,572,548
501,574,550
503,572,550
503,574,548
505,576,548
506,578,546
506,580,546
505,580,544
504,582,544
504,582,546
504,584,548
503,586,550
502,588,554
500,588,554
498,590,556
495,590,556
493,590,556
493,592,556
494,596,558
494,598,560
494,600,562
494,600,564
494,602,564
494,606,562
495,614,562
495,620,560
495,624,560
494,628,562
493,628,566
493,624,566
492,620,568
493,620,566
494,620,564
493,620,566
492,620,564
490,618,564
487,616,562
485,614,562
483,616,560
484,616,558
484,618,558
484,618,556
484,620,556
485,620,556
486,618,554
487,620,556
487,622,556
487,620,558
484,616,560
483,616,560
483,614,560
484,614,560
485,612,560
485,610,562
486,612,560
486,610,560
486,610,562
485,608,562
485,604,562
484,600,566
483,598,564
482,598,564
482,596,562
481,596,560
482,594,560
485,598,558
488,598,556
489,600,556
490,598,556
491,598,556
492,598,556
491,596,556
490,594,558
489,594,558
488,594,558
488,594,556
486,594,556
485,594,556
483,596,558
480,598,558
481,600,560
481,604,562
484,606,562
485,608,564
486,610,566
488,612,566
487,614,566
485,620,570
484,624,570
484,626,572
483,628,574
484,628,574
483,630,576
483,630,574
481,632,574
482,634,570
482,636,570
483,636,566
486,636,564
489,634,560
492,632,558
495,630,556
496,630,554
497,630,552
495,628,552
495,626,550
496,626,548
497,626,544
498,624,544
500,624,542
502,624,544
501,620,544
500,618,544
498,616,548
496,614,550
494,610,552
495,608,552
495,606,552
496,604,550
498,602,550
499,598,550
499,594,550
496,592,550
498,592,550
499,592,552
499,590,552
500,588,550
502,586,552
502,588,552
503,588,552
502,588,550
502,588,548
502,586,550
501,584,550
501,584,552
500,584,550
500,586,552
501,588,552
500,588,554
499,588,554
500,588,552
499,590,552
498,592,552
498,594,550
497,594,548
495,592,550
494,592,548
493,594,550
493,594,552
492,596,552
493,596,554
491,598,554
491,598,552
490,602,554
490,604,554
490,608,554
489,610,554
490,614,556
492,614,556
495,616,558
498,616,560
499,616,562
499,616,564
498,614,564
495,612,564
493,612,566
491,612,566
488,610,564
486,610,562
485,612,560
486,612,560
484,612,558
484,612,560
483,614,562
483,612,562
485,610,564
487,608,564
491,612,562
493,612,560
495,614,560
492,614,564
489,614,564
481,604,564
480,604,564
481,604,564
487,608,560
490,608,558
491,606,558
492,604,558
491,602,556
488,600,556
486,598,558
484,596,558
481,596,558
481,596,556
480,596,556
481,596,556
481,596,554
483,596,554
483,596,556
483,594,558
482,594,560
482,594,562
481,594,564
482,596,564
481,596,564
480,598,564
480,596,566
480,598,568
480,600,568
482,600,568
483,602,570
482,604,570
480,604,574
478,604,572
479,608,572
479,610,572
480,614,568
482,616,568
485,620,566
486,620,564
486,624,564
486,624,566
487,622,564
487,620,564
486,616,566
485,614,568
484,614,566
486,614,564
489,620,562
492,622,560
495,624,558
494,624,556
492,622,556
490,618,554
489,616,554
489,614,554
487,614,556
488,612,556
490,612,554
494,610,554
497,608,554
498,606,554
498,602,554
497,600,554
496,600,550
493,598,548
492,596,546
491,594,546
493,590,550
495,590,550
497,590,550
496,586,550
497,584,550
498,586,550
500,590,548
501,590,548
502,592,550
497,592,552
496,592,552
492,594,550
491,596,550
494,600,548
495,602,548
494,602,550
493,602,552
492,602,554
490,602,554
489,604,556
487,608,556
486,610,556
486,614,556
487,616,554
490,618,552
492,618,552
494,618,552
494,616,552
495,616,556
495,614,558
493,614,560
489,612,560
486,610,558
484,610,556
482,610,554
483,610,552
482,612,552
483,614,552
482,616,554
483,614,554
485,614,556
486,614,558
487,614,562
486,614,562
485,614,560
487,612,558
487,612,556
486,612,556
486,610,554
484,612,554
484,610,554
484,608,554
483,606,556
482,602,558
481,602,558
481,600,558
481,598,558
482,596,558
